,AAPL US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN US Equity,,,,,,,,,SPX Index,,,,,,,,
Dates,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN
9/14/2018,56.603,11.4486,8.5618,5.2566,20.5356,#N/A N/A,4.4275,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.494,112.7223,27.4871,0.9189,172.5512,#N/A N/A,4.5778,12.5043,4.7914,2904.18,#N/A N/A,#N/A N/A,4.56,20.9139,#N/A N/A,2.2789,#N/A N/A,9.8
9/17/2018,55.96,11.4486,8.5618,5.4004,19.9888,#N/A N/A,4.3096,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.51,112.7223,27.4871,0.9488,167.1072,#N/A N/A,4.4333,12.5043,4.7914,2904.98,#N/A N/A,#N/A N/A,4.6,20.7825,#N/A N/A,2.2644,#N/A N/A,9.8
9/18/2018,54.47,11.4486,8.5618,5.3915,20.0219,#N/A N/A,4.3168,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.402,112.7223,27.4871,0.9327,169.9991,#N/A N/A,4.5101,12.5043,4.7914,2888.8,#N/A N/A,#N/A N/A,4.57,20.894,#N/A N/A,2.2766,#N/A N/A,9.8
9/19/2018,54.56,11.4486,8.5618,5.3883,20.0338,#N/A N/A,4.3193,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.053,112.7223,27.4871,0.9398,168.7178,#N/A N/A,4.4761,12.5043,4.7914,2904.31,#N/A N/A,#N/A N/A,4.57,20.921,#N/A N/A,2.2795,#N/A N/A,9.8
9/20/2018,54.593,11.4486,8.5618,5.3477,20.1861,#N/A N/A,4.3522,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.321,112.7223,27.4871,0.9311,170.2838,#N/A N/A,4.5176,12.5043,4.7914,2907.95,#N/A N/A,#N/A N/A,4.53,21.0852,#N/A N/A,2.2974,#N/A N/A,9.8
9/21/2018,55.008,11.4486,8.5618,5.4059,19.9686,#N/A N/A,4.3053,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.215,112.7223,27.4871,0.9454,167.7185,#N/A N/A,4.4495,12.5043,4.7914,2930.75,#N/A N/A,#N/A N/A,4.53,21.077,#N/A N/A,2.2965,#N/A N/A,9.8
9/24/2018,54.415,11.4486,8.5618,5.3292,20.2558,#N/A N/A,4.3672,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.751,112.7223,27.4871,0.9359,169.4132,#N/A N/A,4.4945,12.5043,4.7914,2929.67,#N/A N/A,#N/A N/A,4.53,21.0465,#N/A N/A,2.2877,#N/A N/A,9.78
9/25/2018,55.198,11.4486,8.5618,5.2957,20.3842,#N/A N/A,4.3949,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.718,112.7223,27.4871,0.9168,172.9331,#N/A N/A,4.5879,12.5043,4.7914,2919.37,#N/A N/A,#N/A N/A,4.54,21.0193,#N/A N/A,2.2847,#N/A N/A,9.78
9/26/2018,55.548,11.4486,8.5618,5.3382,20.2218,#N/A N/A,4.3599,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.727,112.7223,27.4871,0.9167,172.9594,#N/A N/A,4.5886,12.5043,4.7914,2915.56,#N/A N/A,#N/A N/A,4.55,20.9505,#N/A N/A,2.2772,#N/A N/A,9.78
9/27/2018,55.105,11.4486,8.5618,5.2307,20.6374,#N/A N/A,4.4495,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.742,112.7223,27.4871,0.8993,176.2988,#N/A N/A,4.6772,12.5043,4.7914,2905.97,#N/A N/A,#N/A N/A,4.54,21.0086,#N/A N/A,2.2834,#N/A N/A,9.78
9/28/2018,56.238,11.4486,8.5618,5.7107,19.0774,#N/A N/A,4.2237,28.6811,21.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.649,112.7223,27.4871,1.3665,120.3148,#N/A N/A,4.3986,12.5043,4.7914,2914,#N/A N/A,#N/A N/A,4.54,20.998,#N/A N/A,2.2834,#N/A N/A,9.79
10/1/2018,56.435,13.4552,10.9146,5.6725,19.2059,#N/A N/A,4.2522,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.15,92.3345,27.048,1.3656,120.3964,#N/A N/A,4.4016,13.26,5.0958,2913.98,#N/A N/A,#N/A N/A,4.72,19.9523,#N/A N/A,2.2465,#N/A N/A,10.13
10/2/2018,56.815,13.4552,10.9146,5.6225,19.3766,#N/A N/A,4.29,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.218,92.3345,27.048,1.3885,118.4112,#N/A N/A,4.329,13.26,5.0958,2924.59,#N/A N/A,#N/A N/A,4.73,19.9442,#N/A N/A,2.2456,#N/A N/A,10.13
10/3/2018,57.32,13.4552,10.9146,5.5549,19.6124,#N/A N/A,4.3422,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.566,92.3345,27.048,1.4017,117.297,#N/A N/A,4.2883,13.26,5.0958,2923.43,#N/A N/A,#N/A N/A,4.72,19.9582,#N/A N/A,2.2472,#N/A N/A,10.13
10/4/2018,58.018,13.4552,10.9146,5.6543,19.2676,#N/A N/A,4.2658,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.638,92.3345,27.048,1.4335,114.6937,#N/A N/A,4.1931,13.26,5.0958,2925.51,#N/A N/A,#N/A N/A,4.76,19.795,#N/A N/A,2.2288,#N/A N/A,10.13
10/5/2018,56.998,13.4552,10.9146,5.7476,18.9549,#N/A N/A,4.1966,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.471,92.3345,27.048,1.4485,113.5061,#N/A N/A,4.1497,13.26,5.0958,2901.61,#N/A N/A,#N/A N/A,4.79,19.686,#N/A N/A,2.2165,#N/A N/A,10.13
10/8/2018,56.073,13.4552,10.9146,5.7609,18.9109,#N/A N/A,4.1869,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.483,92.3345,27.048,1.4681,111.9906,#N/A N/A,4.0943,13.26,5.0958,2885.57,#N/A N/A,#N/A N/A,4.79,19.6778,#N/A N/A,2.2156,#N/A N/A,10.13
10/9/2018,55.943,13.4552,10.9146,5.6822,19.1729,#N/A N/A,4.2449,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.221,92.3345,27.048,1.4635,112.345,#N/A N/A,4.1072,13.26,5.0958,2884.43,#N/A N/A,#N/A N/A,4.8,19.65,#N/A N/A,2.2125,#N/A N/A,10.13
10/10/2018,56.718,13.4552,10.9146,5.9582,18.2847,#N/A N/A,4.0482,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.516,92.3345,27.048,1.5594,105.4331,#N/A N/A,3.8545,13.26,5.0958,2880.34,#N/A N/A,#N/A N/A,4.96,19.0035,#N/A N/A,2.1397,#N/A N/A,10.13
10/11/2018,54.09,13.4552,10.9146,6.0113,18.1233,#N/A N/A,4.0125,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.763,92.3345,27.048,1.592,103.2773,#N/A N/A,3.7757,13.26,5.0958,2785.68,#N/A N/A,#N/A N/A,5.06,18.6177,#N/A N/A,2.0976,#N/A N/A,10.15
10/12/2018,53.613,13.4552,10.9146,5.804,18.7706,#N/A N/A,4.1558,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.968,92.3345,27.048,1.5303,107.4369,#N/A N/A,3.9278,13.26,5.0958,2728.37,#N/A N/A,#N/A N/A,4.99,18.883,#N/A N/A,2.1275,#N/A N/A,10.15
10/15/2018,55.528,13.4552,10.9146,5.9308,18.3692,#N/A N/A,4.0669,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.431,92.3345,27.048,1.5544,105.7755,#N/A N/A,3.867,13.26,5.0958,2767.13,#N/A N/A,#N/A N/A,5.02,18.7713,#N/A N/A,2.1149,#N/A N/A,10.15
10/16/2018,54.34,13.4552,10.9146,5.8029,18.774,#N/A N/A,4.1566,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.048,92.3345,27.048,1.504,109.32,#N/A N/A,3.9966,13.26,5.0958,2750.79,#N/A N/A,#N/A N/A,4.92,19.1749,#N/A N/A,2.1604,#N/A N/A,10.15
10/17/2018,55.538,13.4552,10.9146,5.8281,18.6929,#N/A N/A,4.1386,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.998,92.3345,27.048,1.4943,110.027,#N/A N/A,4.0225,13.26,5.0958,2809.92,#N/A N/A,#N/A N/A,4.92,19.1703,#N/A N/A,2.1598,#N/A N/A,10.15
10/18/2018,55.298,13.4552,10.9146,5.9676,18.256,#N/A N/A,4.0419,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.587,92.3345,27.048,1.5458,106.3623,#N/A N/A,3.8885,13.26,5.0958,2809.21,#N/A N/A,#N/A N/A,4.99,18.8933,#N/A N/A,2.1286,#N/A N/A,10.15
10/19/2018,54.005,13.4552,10.9146,5.8781,18.534,#N/A N/A,4.1034,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.536,92.3345,27.048,1.5517,105.9605,#N/A N/A,3.8738,13.26,5.0958,2768.78,#N/A N/A,#N/A N/A,4.99,18.8874,#N/A N/A,2.128,#N/A N/A,10.15
10/22/2018,54.828,13.4552,10.9146,5.8424,18.6472,#N/A N/A,4.1285,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.202,92.3345,27.048,1.5297,107.4784,#N/A N/A,3.9293,13.26,5.0958,2767.78,#N/A N/A,#N/A N/A,5.01,18.8058,#N/A N/A,2.1188,#N/A N/A,10.15
10/23/2018,55.163,13.4552,10.9146,5.7878,18.823,#N/A N/A,4.1674,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.465,92.3345,27.048,1.5476,106.241,#N/A N/A,3.8841,13.26,5.0958,2755.88,#N/A N/A,#N/A N/A,5.04,18.7021,#N/A N/A,2.1071,#N/A N/A,10.15
10/24/2018,55.683,13.4552,10.9146,5.9934,18.1774,#N/A N/A,4.0245,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.435,92.3345,27.048,1.6447,99.964,#N/A N/A,3.6546,13.26,5.0958,2740.69,#N/A N/A,#N/A N/A,5.2,18.1248,#N/A N/A,2.0421,#N/A N/A,10.15
10/25/2018,53.773,13.4552,10.9146,5.865,18.5754,#N/A N/A,4.1126,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.21,92.3345,27.048,1.5359,107.0501,#N/A N/A,3.9136,13.26,5.0958,2656.1,#N/A N/A,#N/A N/A,5.11,18.4625,#N/A N/A,2.0801,#N/A N/A,10.15
10/26/2018,54.95,13.4552,10.9146,5.9599,18.2796,#N/A N/A,4.0471,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.109,92.3345,27.048,1.6661,98.6791,#N/A N/A,3.6076,13.26,5.0958,2705.57,#N/A N/A,#N/A N/A,5.2,18.138,#N/A N/A,2.0439,#N/A N/A,10.14
10/29/2018,54.075,13.4552,10.9146,6.0739,17.9365,#N/A N/A,3.9711,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.141,92.3345,27.048,1.7787,92.4363,#N/A N/A,3.3794,13.26,5.0958,2658.69,#N/A N/A,#N/A N/A,5.24,17.9885,#N/A N/A,2.029,#N/A N/A,10.15
10/30/2018,53.06,13.4552,10.9146,6.0437,18.0261,#N/A N/A,3.991,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.944,92.3345,27.048,1.7885,91.9282,#N/A N/A,3.3608,13.26,5.0958,2641.25,#N/A N/A,#N/A N/A,5.16,18.2708,#N/A N/A,2.0608,#N/A N/A,10.16
10/31/2018,53.325,13.4552,10.9146,5.8902,18.496,#N/A N/A,4.095,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.521,92.3345,27.048,1.7129,95.9881,#N/A N/A,3.5092,13.26,5.0958,2682.63,#N/A N/A,#N/A N/A,5.1,18.4514,#N/A N/A,2.0841,#N/A N/A,10.15
11/1/2018,54.715,13.4552,10.9146,5.8011,18.7799,#N/A N/A,4.1579,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.901,92.3345,27.048,1.6434,100.0438,#N/A N/A,3.6575,13.26,5.0958,2711.74,#N/A N/A,#N/A N/A,5.05,18.6461,#N/A N/A,2.106,#N/A N/A,10.15
11/2/2018,55.555,13.4552,10.9146,6.2132,17.5342,#N/A N/A,3.8821,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.277,92.3345,27.048,1.6434,100.0438,#N/A N/A,3.6575,13.26,5.0958,2740.37,#N/A N/A,#N/A N/A,5.09,18.5258,#N/A N/A,2.0924,#N/A N/A,10.15
11/5/2018,51.87,13.4552,10.9146,6.3948,17.0365,#N/A N/A,3.7719,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.277,92.3345,27.048,1.6815,97.7775,#N/A N/A,3.5746,13.26,5.0958,2723.06,#N/A N/A,#N/A N/A,5.06,18.613,#N/A N/A,2.103,#N/A N/A,10.16
11/6/2018,50.398,13.4552,10.9146,6.3264,17.2207,#N/A N/A,3.8127,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.39,92.3345,27.048,1.6661,98.6791,#N/A N/A,3.6076,13.26,5.0958,2738.31,#N/A N/A,#N/A N/A,5.02,18.7234,#N/A N/A,2.1157,#N/A N/A,10.15
11/7/2018,50.943,13.4552,10.9146,6.1401,17.743,#N/A N/A,3.9283,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.141,92.3345,27.048,1.5592,105.4475,#N/A N/A,3.8551,13.26,5.0958,2755.45,#N/A N/A,#N/A N/A,4.92,19.1208,#N/A N/A,2.1606,#N/A N/A,10.15
11/8/2018,52.488,13.4552,10.9146,6.1831,17.6196,#N/A N/A,3.901,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.775,92.3345,27.048,1.5597,105.4127,#N/A N/A,3.8538,13.26,5.0958,2813.89,#N/A N/A,#N/A N/A,4.93,19.0729,#N/A N/A,2.1552,#N/A N/A,10.15
11/9/2018,52.123,13.4552,10.9146,6.3047,17.2799,#N/A N/A,3.8258,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.746,92.3345,27.048,1.5984,102.861,#N/A N/A,3.7605,13.26,5.0958,2806.83,#N/A N/A,#N/A N/A,4.98,18.8973,#N/A N/A,2.1353,#N/A N/A,10.15
11/12/2018,51.118,13.4552,10.9146,6.6391,16.4094,#N/A N/A,3.633,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.622,92.3345,27.048,1.6722,98.3211,#N/A N/A,3.5945,13.26,5.0958,2781.01,#N/A N/A,#N/A N/A,5.08,18.5245,#N/A N/A,2.0926,#N/A N/A,10.15
11/13/2018,48.543,13.4552,10.9146,6.7062,16.2455,#N/A N/A,3.5967,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.843,92.3345,27.048,1.678,97.9799,#N/A N/A,3.582,13.26,5.0958,2726.22,#N/A N/A,#N/A N/A,5.09,18.4929,#N/A N/A,2.0903,#N/A N/A,10.16
11/14/2018,48.058,13.4552,10.9146,6.9011,15.7866,#N/A N/A,3.4951,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.559,92.3345,27.048,1.7118,96.0482,#N/A N/A,3.5114,13.26,5.0958,2722.18,#N/A N/A,#N/A N/A,5.13,18.3534,#N/A N/A,2.0745,#N/A N/A,10.16
11/15/2018,46.7,13.4552,10.9146,6.7349,16.1762,#N/A N/A,3.5814,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.951,92.3345,27.048,1.6902,97.2753,#N/A N/A,3.5563,13.26,5.0958,2701.58,#N/A N/A,#N/A N/A,5.07,18.5487,#N/A N/A,2.0957,#N/A N/A,10.16
11/16/2018,47.853,13.4552,10.9146,6.6611,16.3553,#N/A N/A,3.6211,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.972,92.3345,27.048,1.7178,95.7118,#N/A N/A,3.4991,13.26,5.0958,2730.2,#N/A N/A,#N/A N/A,5.06,18.5901,#N/A N/A,2.1004,#N/A N/A,10.16
11/19/2018,48.383,13.4552,10.9146,6.936,15.7071,#N/A N/A,3.4776,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.671,92.3345,27.048,1.8099,90.8391,#N/A N/A,3.321,13.26,5.0958,2736.27,#N/A N/A,#N/A N/A,5.15,18.278,#N/A N/A,2.0651,#N/A N/A,10.17
11/20/2018,46.465,13.4552,10.9146,7.284,14.9567,#N/A N/A,3.3114,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.614,92.3345,27.048,1.8303,89.8282,#N/A N/A,3.284,13.26,5.0958,2690.73,#N/A N/A,#N/A N/A,5.24,17.9469,#N/A N/A,2.0277,#N/A N/A,10.17
11/21/2018,44.245,13.4552,10.9146,7.2922,14.9398,#N/A N/A,3.3077,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.773,92.3345,27.048,1.8046,91.1058,#N/A N/A,3.3307,13.26,5.0958,2641.89,#N/A N/A,#N/A N/A,5.23,18.0019,#N/A N/A,2.0339,#N/A N/A,10.17
11/22/2018,44.245,13.4552,10.9146,7.2922,14.9398,#N/A N/A,3.3077,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.773,92.3345,27.048,1.8046,91.1058,#N/A N/A,3.3307,13.26,5.0958,2641.89,#N/A N/A,#N/A N/A,5.23,18.0019,#N/A N/A,2.0339,#N/A N/A,10.17
11/23/2018,44.195,13.4552,10.9146,7.4823,14.5603,#N/A N/A,3.2237,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.837,92.3345,27.048,1.8223,90.2247,#N/A N/A,3.2985,13.26,5.0958,2649.93,#N/A N/A,#N/A N/A,5.26,17.8839,#N/A N/A,2.0205,#N/A N/A,10.17
11/26/2018,43.073,13.4552,10.9146,7.3824,14.7572,#N/A N/A,3.2672,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.103,92.3345,27.048,1.7309,94.9862,#N/A N/A,3.4726,13.26,5.0958,2632.56,#N/A N/A,#N/A N/A,5.18,18.1588,#N/A N/A,2.0512,#N/A N/A,10.16
11/27/2018,43.655,13.4552,10.9146,7.3985,14.7251,#N/A N/A,3.2601,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.066,92.3345,27.048,1.7308,94.9916,#N/A N/A,3.4728,13.26,5.0958,2673.45,#N/A N/A,#N/A N/A,5.16,18.2185,#N/A N/A,2.058,#N/A N/A,10.16
11/28/2018,43.56,13.4552,10.9146,7.1246,15.2913,#N/A N/A,3.3855,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.071,92.3345,27.048,1.6314,100.7779,#N/A N/A,3.6843,13.26,5.0958,2682.17,#N/A N/A,#N/A N/A,5.05,18.6375,#N/A N/A,2.1053,#N/A N/A,10.16
11/29/2018,45.235,13.4552,10.9146,7.1797,15.1739,#N/A N/A,3.3595,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.888,92.3345,27.048,1.6355,100.5268,#N/A N/A,3.6752,13.26,5.0958,2743.79,#N/A N/A,#N/A N/A,5.06,18.5885,#N/A N/A,2.1005,#N/A N/A,10.17
11/30/2018,44.888,13.4552,10.9146,7.2187,15.0919,#N/A N/A,3.3413,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.679,92.3345,27.048,1.6195,101.5239,#N/A N/A,3.7116,13.26,5.0958,2737.76,#N/A N/A,#N/A N/A,5.03,18.7221,#N/A N/A,2.1159,#N/A N/A,10.17
12/3/2018,44.645,13.4552,10.9146,6.975,15.6192,#N/A N/A,3.4581,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.509,92.3345,27.048,1.5444,106.4608,#N/A N/A,3.8921,13.26,5.0958,2760.17,#N/A N/A,#N/A N/A,4.98,18.9135,#N/A N/A,2.1384,#N/A N/A,10.16
12/4/2018,46.205,13.4552,10.9146,7.296,14.9322,#N/A N/A,3.306,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.618,92.3345,27.048,1.6406,100.2162,#N/A N/A,3.6638,13.26,5.0958,2790.37,#N/A N/A,#N/A N/A,5.15,18.3012,#N/A N/A,2.0692,#N/A N/A,10.16
12/5/2018,46.205,13.4552,10.9146,7.296,14.9322,#N/A N/A,3.306,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.618,92.3345,27.048,1.6406,100.2162,#N/A N/A,3.6638,13.26,5.0958,2790.37,#N/A N/A,#N/A N/A,5.15,18.3012,#N/A N/A,2.0692,#N/A N/A,10.16
12/6/2018,44.173,13.4552,10.9146,7.3782,14.7657,#N/A N/A,3.2691,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.42,92.3345,27.048,1.6109,102.0657,#N/A N/A,3.7314,13.26,5.0958,2700.06,#N/A N/A,#N/A N/A,5.16,18.274,#N/A N/A,2.0661,#N/A N/A,10.16
12/7/2018,43.68,13.4552,10.9146,7.651,14.2392,#N/A N/A,3.1526,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.96,92.3345,27.048,1.6801,97.8574,#N/A N/A,3.5776,13.26,5.0958,2695.95,#N/A N/A,#N/A N/A,5.28,17.8479,#N/A N/A,2.0179,#N/A N/A,10.16
12/10/2018,42.123,13.4552,10.9146,7.601,14.333,#N/A N/A,3.1733,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.457,92.3345,27.048,1.668,98.5722,#N/A N/A,3.6037,13.26,5.0958,2633.08,#N/A N/A,#N/A N/A,5.27,17.8799,#N/A N/A,2.0216,#N/A N/A,10.16
12/11/2018,42.4,13.4552,10.9146,7.6447,14.251,#N/A N/A,3.1552,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.052,92.3345,27.048,1.6657,98.7049,#N/A N/A,3.6086,13.26,5.0958,2637.72,#N/A N/A,#N/A N/A,5.27,17.8737,#N/A N/A,2.0209,#N/A N/A,10.16
12/12/2018,42.158,13.4552,10.9146,7.6234,14.2907,#N/A N/A,3.164,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.162,92.3345,27.048,1.6454,99.9243,#N/A N/A,3.6531,13.26,5.0958,2636.78,#N/A N/A,#N/A N/A,5.25,17.9703,#N/A N/A,2.0318,#N/A N/A,10.16
12/13/2018,42.275,13.4552,10.9146,7.5409,14.4471,#N/A N/A,3.1986,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.177,92.3345,27.048,1.6505,99.6144,#N/A N/A,3.6418,13.26,5.0958,2651.07,#N/A N/A,#N/A N/A,5.25,17.9672,#N/A N/A,2.0314,#N/A N/A,10.16
12/14/2018,42.738,13.4552,10.9146,7.7902,13.9848,#N/A N/A,3.0962,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.919,92.3345,27.048,1.7194,95.6217,#N/A N/A,3.4958,13.26,5.0958,2650.54,#N/A N/A,#N/A N/A,5.35,17.6243,#N/A N/A,1.9927,#N/A N/A,10.16
12/17/2018,41.37,13.4552,10.9146,7.8634,13.8547,#N/A N/A,3.0674,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.596,92.3345,27.048,1.7997,91.3569,#N/A N/A,3.3399,13.26,5.0958,2599.95,#N/A N/A,#N/A N/A,5.46,17.2585,#N/A N/A,1.9513,#N/A N/A,10.16
12/18/2018,40.985,13.4552,10.9146,7.7625,14.0347,#N/A N/A,3.1073,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.046,92.3345,27.048,1.7642,93.1932,#N/A N/A,3.407,13.26,5.0958,2545.94,#N/A N/A,#N/A N/A,5.46,17.2601,#N/A N/A,1.9515,#N/A N/A,10.16
12/19/2018,41.518,13.4552,10.9146,8.0125,13.5969,#N/A N/A,3.0104,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.574,92.3345,27.048,1.8308,89.8054,#N/A N/A,3.2832,13.26,5.0958,2546.16,#N/A N/A,#N/A N/A,5.55,16.9943,#N/A N/A,1.9214,#N/A N/A,10.16
12/20/2018,40.223,13.4552,10.9146,8.2199,13.2538,#N/A N/A,2.9344,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.754,92.3345,27.048,1.8737,87.7481,#N/A N/A,3.208,13.26,5.0958,2506.96,#N/A N/A,#N/A N/A,5.64,16.7262,#N/A N/A,1.8911,#N/A N/A,10.16
12/21/2018,39.208,13.4552,10.9146,8.5525,12.7383,#N/A N/A,2.8203,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.042,92.3345,27.048,1.9871,82.7397,#N/A N/A,3.0249,13.26,5.0958,2467.42,#N/A N/A,#N/A N/A,5.75,16.3817,#N/A N/A,1.8522,#N/A N/A,10.16
12/24/2018,37.683,13.4552,10.9146,8.7797,12.4087,#N/A N/A,2.7473,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.873,92.3345,27.048,2.0366,80.728,#N/A N/A,2.9513,13.26,5.0958,2416.62,#N/A N/A,#N/A N/A,5.9,15.9602,#N/A N/A,1.8134,#N/A N/A,10.21
12/25/2018,37.683,13.4552,10.9146,8.7797,12.4087,#N/A N/A,2.7473,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.873,92.3345,27.048,2.0366,80.728,#N/A N/A,2.9513,13.26,5.0958,2416.62,#N/A N/A,#N/A N/A,5.9,15.9602,#N/A N/A,1.8134,#N/A N/A,10.21
12/26/2018,36.708,13.4552,10.9146,8.2021,13.2825,#N/A N/A,2.9407,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.198,92.3345,27.048,1.8609,88.353,#N/A N/A,3.2301,13.26,5.0958,2351.1,#N/A N/A,#N/A N/A,5.62,16.7518,#N/A N/A,1.9033,#N/A N/A,10.21
