,AAPL US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN US Equity,,,,,,,,,SPX Index,,,,,,,,
Dates,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN,PX_CLOSE_1D,EV_EBIT_ADJUSTED,GEO_GROW_NET_SALES,FREE_CASH_FLOW_YIELD,PE_RATIO,BEST_PEG_RATIO,PX_TO_SALES_RATIO,EBITDA_TO_REVENUE,PROF_MARGIN
12/27/2018,39.293,13.4552,10.9146,8.2557,13.1963,#N/A N/A,2.9217,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.545,92.3345,27.048,1.8727,87.7967,#N/A N/A,3.2098,13.26,5.0958,2467.7,#N/A N/A,#N/A N/A,5.57,16.8955,#N/A N/A,1.9196,#N/A N/A,10.21
12/28/2018,39.038,13.4552,10.9146,8.2151,12.8635,#N/A N/A,2.8943,30.0032,22.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.082,92.3345,27.048,1.8519,88.7806,#N/A N/A,3.2457,13.26,5.0958,2488.83,#N/A N/A,#N/A N/A,5.57,16.8981,#N/A N/A,1.9176,#N/A N/A,10.21
12/31/2018,39.058,8.9856,7.9196,8.1365,12.9878,#N/A N/A,2.9222,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.901,60.0247,23.1185,2.3498,79.3099,#N/A N/A,3.1426,11.1186,4.1819,2485.74,#N/A N/A,#N/A N/A,5.96,16.6403,#N/A N/A,1.9084,#N/A N/A,10.23
1/1/2019,39.058,8.9856,7.9196,8.1365,12.9878,#N/A N/A,2.9222,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.901,60.0247,23.1185,2.3498,79.3099,#N/A N/A,3.1426,11.1186,4.1819,2485.74,#N/A N/A,#N/A N/A,5.96,16.6403,#N/A N/A,1.9084,#N/A N/A,10.23
1/2/2019,39.435,8.9856,7.9196,8.1272,13.0026,#N/A N/A,2.9256,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.099,60.0247,23.1185,2.293,81.272,#N/A N/A,3.2204,11.1186,4.1819,2506.85,#N/A N/A,#N/A N/A,5.95,16.6638,#N/A N/A,1.9119,#N/A N/A,10.24
1/3/2019,39.48,8.9856,7.9196,9.0263,11.7075,#N/A N/A,2.6342,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.957,60.0247,23.1185,2.3524,79.2206,#N/A N/A,3.1391,11.1186,4.1819,2510.03,#N/A N/A,#N/A N/A,6.1,16.2513,#N/A N/A,1.8646,#N/A N/A,10.24
1/4/2019,35.548,8.9856,7.9196,8.6567,12.2072,#N/A N/A,2.7466,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.014,60.0247,23.1185,2.2403,83.1867,#N/A N/A,3.2963,11.1186,4.1819,2447.89,#N/A N/A,#N/A N/A,5.9,16.8086,#N/A N/A,1.9285,#N/A N/A,10.24
1/7/2019,37.065,8.9856,7.9196,8.6761,12.1801,#N/A N/A,2.7405,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.77,60.0247,23.1185,2.1659,86.0445,#N/A N/A,3.4095,11.1186,4.1819,2531.94,#N/A N/A,#N/A N/A,5.86,16.9262,#N/A N/A,1.942,#N/A N/A,10.24
1/8/2019,36.983,8.9856,7.9196,8.5138,12.4123,#N/A N/A,2.7927,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.476,60.0247,23.1185,2.1305,87.4739,#N/A N/A,3.4661,11.1186,4.1819,2549.69,#N/A N/A,#N/A N/A,5.8,17.0905,#N/A N/A,1.9609,#N/A N/A,10.24
1/9/2019,37.688,8.9856,7.9196,8.3716,12.623,#N/A N/A,2.8402,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.829,60.0247,23.1185,2.1268,87.6238,#N/A N/A,3.4721,11.1186,4.1819,2574.41,#N/A N/A,#N/A N/A,5.78,17.1608,#N/A N/A,1.9689,#N/A N/A,10.24
1/10/2019,38.328,8.9856,7.9196,8.3449,12.6634,#N/A N/A,2.8492,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.971,60.0247,23.1185,2.1309,87.4549,#N/A N/A,3.4654,11.1186,4.1819,2584.96,#N/A N/A,#N/A N/A,5.75,17.2382,#N/A N/A,1.9778,#N/A N/A,10.24
1/11/2019,38.45,8.9856,7.9196,8.4277,12.5391,#N/A N/A,2.8213,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.811,60.0247,23.1185,2.1513,86.6279,#N/A N/A,3.4326,11.1186,4.1819,2596.64,#N/A N/A,#N/A N/A,5.76,17.2355,#N/A N/A,1.9775,#N/A N/A,10.24
1/14/2019,38.073,8.9856,7.9196,8.5563,12.3505,#N/A N/A,2.7788,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.028,60.0247,23.1185,2.1823,85.395,#N/A N/A,3.3838,11.1186,4.1819,2596.26,#N/A N/A,#N/A N/A,5.79,17.1447,#N/A N/A,1.9671,#N/A N/A,10.24
1/15/2019,37.5,8.9856,7.9196,8.3847,12.6033,#N/A N/A,2.8357,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.861,60.0247,23.1185,2.1076,88.4233,#N/A N/A,3.5038,11.1186,4.1819,2582.61,#N/A N/A,#N/A N/A,5.72,17.329,#N/A N/A,1.9882,#N/A N/A,10.24
1/16/2019,38.268,8.9856,7.9196,8.2835,12.7573,#N/A N/A,2.8704,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.728,60.0247,23.1185,2.096,88.9101,#N/A N/A,3.5231,11.1186,4.1819,2610.3,#N/A N/A,#N/A N/A,5.71,17.3675,#N/A N/A,1.9927,#N/A N/A,10.24
1/17/2019,38.735,8.9856,7.9196,8.2346,12.833,#N/A N/A,2.8874,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.189,60.0247,23.1185,2.0844,89.4086,#N/A N/A,3.5428,11.1186,4.1819,2616.1,#N/A N/A,#N/A N/A,5.67,17.4991,#N/A N/A,2.0078,#N/A N/A,10.24
1/18/2019,38.965,8.9856,7.9196,8.1842,12.9121,#N/A N/A,2.9052,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.661,60.0247,23.1185,2.0807,89.566,#N/A N/A,3.549,11.1186,4.1819,2635.96,#N/A N/A,#N/A N/A,5.6,17.761,#N/A N/A,2.0377,#N/A N/A,10.32
1/21/2019,38.965,8.9856,7.9196,8.1842,12.9121,#N/A N/A,2.9052,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.661,60.0247,23.1185,2.0807,89.566,#N/A N/A,3.549,11.1186,4.1819,2635.96,#N/A N/A,#N/A N/A,5.6,17.761,#N/A N/A,2.0377,#N/A N/A,10.32
1/22/2019,39.205,8.9856,7.9196,8.3721,12.6222,#N/A N/A,2.84,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.81,60.0247,23.1185,2.1623,86.1849,#N/A N/A,3.4151,11.1186,4.1819,2670.71,#N/A N/A,#N/A N/A,5.68,17.5098,#N/A N/A,2.0088,#N/A N/A,10.32
1/23/2019,38.325,8.9856,7.9196,8.3384,12.6733,#N/A N/A,2.8515,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.609,60.0247,23.1185,2.152,86.5994,#N/A N/A,3.4315,11.1186,4.1819,2632.9,#N/A N/A,#N/A N/A,5.67,17.5487,#N/A N/A,2.0133,#N/A N/A,10.32
1/24/2019,38.48,8.9856,7.9196,8.405,12.5728,#N/A N/A,2.8289,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.001,60.0247,23.1185,2.1326,87.3867,#N/A N/A,3.4627,11.1186,4.1819,2638.7,#N/A N/A,#N/A N/A,5.66,17.5728,#N/A N/A,2.0161,#N/A N/A,10.32
1/25/2019,38.175,8.9856,7.9196,8.1355,12.9894,#N/A N/A,2.9226,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.747,60.0247,23.1185,2.1126,88.2126,#N/A N/A,3.4954,11.1186,4.1819,2642.33,#N/A N/A,#N/A N/A,5.62,17.7197,#N/A N/A,2.033,#N/A N/A,10.35
1/28/2019,39.44,8.9856,7.9196,8.2114,12.8692,#N/A N/A,2.8955,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.529,60.0247,23.1185,2.1548,86.487,#N/A N/A,3.427,11.1186,4.1819,2664.76,#N/A N/A,#N/A N/A,5.65,17.5867,#N/A N/A,2.0167,#N/A N/A,10.46
1/29/2019,39.075,8.9856,7.9196,8.2974,12.7359,#N/A N/A,2.8655,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.895,60.0247,23.1185,2.2143,84.1631,#N/A N/A,3.3349,11.1186,4.1819,2643.85,#N/A N/A,#N/A N/A,5.66,17.5608,#N/A N/A,2.0137,#N/A N/A,10.46
1/30/2019,38.67,8.9856,7.9196,7.7667,13.6062,#N/A N/A,3.0614,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.694,60.0247,23.1185,2.1128,88.2052,#N/A N/A,3.4951,11.1186,4.1819,2640,#N/A N/A,#N/A N/A,5.58,17.8332,#N/A N/A,2.045,#N/A N/A,10.46
1/31/2019,41.313,8.9856,7.9196,7.7112,13.7041,#N/A N/A,3.0834,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.522,60.0247,23.1185,2.0534,90.7556,#N/A N/A,3.5962,11.1186,4.1819,2681.05,#N/A N/A,#N/A N/A,5.53,17.9787,#N/A N/A,2.0615,#N/A N/A,10.45
2/1/2019,41.61,8.9856,7.9196,7.7075,13.7107,#N/A N/A,3.0849,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.937,60.0247,23.1185,2.1702,85.8713,#N/A N/A,3.4026,11.1186,4.1819,2704.1,#N/A N/A,#N/A N/A,5.52,17.9902,#N/A N/A,2.0631,#N/A N/A,10.44
2/4/2019,41.63,8.9856,7.9196,7.4946,14.1002,#N/A N/A,3.1725,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.312,60.0247,23.1185,2.1608,86.2451,#N/A N/A,3.4174,11.1186,4.1819,2706.53,#N/A N/A,#N/A N/A,5.49,18.0996,#N/A N/A,2.0759,#N/A N/A,10.35
2/5/2019,42.813,8.9856,7.9196,7.3685,14.3414,#N/A N/A,3.2268,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.666,60.0247,23.1185,2.1276,87.5916,#N/A N/A,3.4708,11.1186,4.1819,2724.87,#N/A N/A,#N/A N/A,5.47,18.1847,#N/A N/A,2.0857,#N/A N/A,10.35
2/6/2019,43.545,8.9856,7.9196,7.366,14.3464,#N/A N/A,3.2279,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.941,60.0247,23.1185,2.1517,86.6121,#N/A N/A,3.432,11.1186,4.1819,2737.7,#N/A N/A,#N/A N/A,5.48,18.1442,#N/A N/A,2.081,#N/A N/A,10.35
2/7/2019,43.56,8.9856,7.9196,7.5082,14.0746,#N/A N/A,3.1668,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.013,60.0247,23.1185,2.1862,85.245,#N/A N/A,3.3778,11.1186,4.1819,2731.61,#N/A N/A,#N/A N/A,5.53,17.9756,#N/A N/A,2.0617,#N/A N/A,10.35
2/8/2019,42.735,8.9856,7.9196,7.5315,14.031,#N/A N/A,3.1569,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.718,60.0247,23.1185,2.2222,83.8642,#N/A N/A,3.3231,11.1186,4.1819,2706.05,#N/A N/A,#N/A N/A,5.53,17.9865,#N/A N/A,2.0625,#N/A N/A,10.35
2/11/2019,42.603,8.9856,7.9196,7.5751,13.9503,#N/A N/A,3.1388,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.411,60.0247,23.1185,2.2183,84.011,#N/A N/A,3.3289,11.1186,4.1819,2707.88,#N/A N/A,#N/A N/A,5.52,17.9974,#N/A N/A,2.0642,#N/A N/A,10.35
2/12/2019,42.358,8.9856,7.9196,7.5104,14.0705,#N/A N/A,3.1658,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.55,60.0247,23.1185,2.1546,86.4933,#N/A N/A,3.4273,11.1186,4.1819,2709.8,#N/A N/A,#N/A N/A,5.45,18.2292,#N/A N/A,2.0908,#N/A N/A,10.35
2/13/2019,42.723,8.9856,7.9196,7.5417,14.0121,#N/A N/A,3.1527,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.901,60.0247,23.1185,2.152,86.5984,#N/A N/A,3.4314,11.1186,4.1819,2744.73,#N/A N/A,#N/A N/A,5.44,18.2843,#N/A N/A,2.0971,#N/A N/A,10.35
2/14/2019,42.545,8.9856,7.9196,7.5143,14.0631,#N/A N/A,3.1642,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,60.0247,23.1185,2.175,85.6822,#N/A N/A,3.3951,11.1186,4.1819,2753.03,#N/A N/A,#N/A N/A,5.45,18.2357,#N/A N/A,2.0916,#N/A N/A,10.35
2/15/2019,42.7,8.9856,7.9196,7.5311,14.0318,#N/A N/A,3.1571,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.133,60.0247,23.1185,2.1949,84.906,#N/A N/A,3.3644,11.1186,4.1819,2745.73,#N/A N/A,#N/A N/A,5.39,18.4433,#N/A N/A,2.1148,#N/A N/A,10.35
2/18/2019,42.7,8.9856,7.9196,7.5311,14.0318,#N/A N/A,3.1571,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.133,60.0247,23.1185,2.1949,84.906,#N/A N/A,3.3644,11.1186,4.1819,2745.73,#N/A N/A,#N/A N/A,5.39,18.4433,#N/A N/A,2.1148,#N/A N/A,10.35
2/19/2019,42.605,8.9856,7.9196,7.5086,14.0738,#N/A N/A,3.1666,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.398,60.0247,23.1185,2.1684,85.9425,#N/A N/A,3.4055,11.1186,4.1819,2775.6,#N/A N/A,#N/A N/A,5.38,18.468,#N/A N/A,2.1175,#N/A N/A,10.35
2/20/2019,42.733,8.9856,7.9196,7.4606,14.1644,#N/A N/A,3.187,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.379,60.0247,23.1185,2.1757,85.6532,#N/A N/A,3.394,11.1186,4.1819,2779.76,#N/A N/A,#N/A N/A,5.37,18.5011,#N/A N/A,2.1213,#N/A N/A,10.35
2/21/2019,43.008,8.9856,7.9196,7.5029,14.0845,#N/A N/A,3.169,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.105,60.0247,23.1185,2.1793,85.5127,#N/A N/A,3.3884,11.1186,4.1819,2784.7,#N/A N/A,#N/A N/A,5.39,18.436,#N/A N/A,2.1138,#N/A N/A,10.35
2/22/2019,42.765,8.9856,7.9196,7.4201,14.2418,#N/A N/A,3.2044,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.972,60.0247,23.1185,2.1631,86.1527,#N/A N/A,3.4138,11.1186,4.1819,2774.88,#N/A N/A,#N/A N/A,5.35,18.5542,#N/A N/A,2.1274,#N/A N/A,10.35
2/25/2019,43.243,8.9856,7.9196,7.3664,14.3455,#N/A N/A,3.2277,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.578,60.0247,23.1185,2.1612,86.2287,#N/A N/A,3.4168,11.1186,4.1819,2792.67,#N/A N/A,#N/A N/A,5.35,18.5768,#N/A N/A,2.13,#N/A N/A,10.34
2/26/2019,43.558,8.9856,7.9196,7.3622,14.3538,#N/A N/A,3.2296,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.65,60.0247,23.1185,2.1567,86.4083,#N/A N/A,3.4239,11.1186,4.1819,2796.11,#N/A N/A,#N/A N/A,5.35,18.5597,#N/A N/A,2.1279,#N/A N/A,10.34
2/27/2019,43.583,8.9856,7.9196,7.3394,14.3982,#N/A N/A,3.2396,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.82,60.0247,23.1185,2.1506,86.6559,#N/A N/A,3.4337,11.1186,4.1819,2793.9,#N/A N/A,#N/A N/A,5.35,18.5562,#N/A N/A,2.1293,#N/A N/A,10.35
2/28/2019,43.718,8.9856,7.9196,7.4124,14.2566,#N/A N/A,3.2077,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.054,60.0247,23.1185,2.1522,86.5894,#N/A N/A,3.4311,11.1186,4.1819,2792.38,#N/A N/A,#N/A N/A,5.36,18.5258,#N/A N/A,2.1222,#N/A N/A,10.38
3/1/2019,43.288,8.9856,7.9196,7.3353,14.4065,#N/A N/A,3.2414,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.992,60.0247,23.1185,2.1112,88.2738,#N/A N/A,3.4978,11.1186,4.1819,2784.49,#N/A N/A,#N/A N/A,5.33,18.6521,#N/A N/A,2.1366,#N/A N/A,10.38
3/4/2019,43.743,8.9856,7.9196,7.2985,14.4789,#N/A N/A,3.2577,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.587,60.0247,23.1185,2.0807,89.5644,#N/A N/A,3.549,11.1186,4.1819,2803.69,#N/A N/A,#N/A N/A,5.35,18.5772,#N/A N/A,2.1283,#N/A N/A,10.38
3/5/2019,43.963,8.9856,7.9196,7.3119,14.4526,#N/A N/A,3.2518,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.809,60.0247,23.1185,2.0853,89.3669,#N/A N/A,3.5411,11.1186,4.1819,2792.81,#N/A N/A,#N/A N/A,5.35,18.5573,#N/A N/A,2.1259,#N/A N/A,10.38
3/6/2019,43.883,8.9856,7.9196,7.3542,14.3694,#N/A N/A,3.2331,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.622,60.0247,23.1185,2.1147,88.127,#N/A N/A,3.492,11.1186,4.1819,2789.65,#N/A N/A,#N/A N/A,5.39,18.4365,#N/A N/A,2.112,#N/A N/A,10.38
3/7/2019,43.63,8.9856,7.9196,7.4403,14.2031,#N/A N/A,3.1957,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.448,60.0247,23.1185,2.1706,85.8565,#N/A N/A,3.402,11.1186,4.1819,2771.45,#N/A N/A,#N/A N/A,5.43,18.2869,#N/A N/A,2.0949,#N/A N/A,10.38
3/8/2019,43.125,8.9856,7.9196,7.4226,14.2368,#N/A N/A,3.2033,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.298,60.0247,23.1185,2.1775,85.5845,#N/A N/A,3.3913,11.1186,4.1819,2748.93,#N/A N/A,#N/A N/A,5.45,18.248,#N/A N/A,2.0904,#N/A N/A,10.38
3/11/2019,43.228,8.9856,7.9196,7.1741,14.73,#N/A N/A,3.3142,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.04,60.0247,23.1185,2.1126,88.2152,#N/A N/A,3.4955,11.1186,4.1819,2743.07,#N/A N/A,#N/A N/A,5.37,18.5155,#N/A N/A,2.1211,#N/A N/A,10.38
3/12/2019,44.725,8.9856,7.9196,7.0944,14.8955,#N/A N/A,3.3515,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.531,60.0247,23.1185,2.1094,88.3462,#N/A N/A,3.5007,11.1186,4.1819,2783.3,#N/A N/A,#N/A N/A,5.35,18.5701,#N/A N/A,2.1273,#N/A N/A,10.38
3/13/2019,45.228,8.9856,7.9196,7.0632,14.9614,#N/A N/A,3.3663,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.655,60.0247,23.1185,2.0873,89.2813,#N/A N/A,3.5378,11.1186,4.1819,2791.52,#N/A N/A,#N/A N/A,5.31,18.699,#N/A N/A,2.1421,#N/A N/A,10.38
3/14/2019,45.428,8.9856,7.9196,6.9855,15.1277,#N/A N/A,3.4037,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.541,60.0247,23.1185,2.093,89.039,#N/A N/A,3.5282,11.1186,4.1819,2810.92,#N/A N/A,#N/A N/A,5.32,18.6826,#N/A N/A,2.1402,#N/A N/A,10.38
3/15/2019,45.933,8.9856,7.9196,6.8958,15.3245,#N/A N/A,3.448,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.311,60.0247,23.1185,2.0611,90.4193,#N/A N/A,3.5828,11.1186,4.1819,2808.48,#N/A N/A,#N/A N/A,5.29,18.7757,#N/A N/A,2.1509,#N/A N/A,10.38
3/18/2019,46.53,8.9856,7.9196,6.8261,15.481,#N/A N/A,3.4832,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.618,60.0247,23.1185,2.0258,91.9923,#N/A N/A,3.6452,11.1186,4.1819,2822.48,#N/A N/A,#N/A N/A,5.25,18.8814,#N/A N/A,2.1594,#N/A N/A,10.36
3/19/2019,47.005,8.9856,7.9196,6.8807,15.3583,#N/A N/A,3.4556,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.108,60.0247,23.1185,2.0032,93.0325,#N/A N/A,3.6864,11.1186,4.1819,2832.94,#N/A N/A,#N/A N/A,5.26,18.8406,#N/A N/A,2.1555,#N/A N/A,10.39
3/20/2019,46.633,8.9856,7.9196,6.8211,15.4925,#N/A N/A,3.4858,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.093,60.0247,23.1185,1.9637,94.9028,#N/A N/A,3.7605,11.1186,4.1819,2832.57,#N/A N/A,#N/A N/A,5.27,18.7925,#N/A N/A,2.1505,#N/A N/A,10.3
3/21/2019,47.04,8.9856,7.9196,6.5788,16.0631,#N/A N/A,3.6142,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.864,60.0247,23.1185,1.94,96.064,#N/A N/A,3.8065,11.1186,4.1819,2824.23,#N/A N/A,#N/A N/A,5.22,18.9963,#N/A N/A,2.1738,#N/A N/A,10.3
3/22/2019,48.773,8.9856,7.9196,6.7179,15.7304,#N/A N/A,3.5393,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.963,60.0247,23.1185,1.9999,93.1867,#N/A N/A,3.6925,11.1186,4.1819,2854.88,#N/A N/A,#N/A N/A,5.32,18.6336,#N/A N/A,2.1327,#N/A N/A,10.31
3/25/2019,47.763,8.9856,7.9196,6.8001,15.5402,#N/A N/A,3.4965,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.239,60.0247,23.1185,1.9892,93.6878,#N/A N/A,3.7124,11.1186,4.1819,2800.71,#N/A N/A,#N/A N/A,5.33,18.6163,#N/A N/A,2.1304,#N/A N/A,10.31
3/26/2019,47.185,8.9856,7.9196,6.8711,15.3797,#N/A N/A,3.4604,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.713,60.0247,23.1185,1.9786,94.1895,#N/A N/A,3.7322,11.1186,4.1819,2798.36,#N/A N/A,#N/A N/A,5.29,18.7499,#N/A N/A,2.1457,#N/A N/A,10.31
3/27/2019,46.698,8.9856,7.9196,6.8098,15.518,#N/A N/A,3.4915,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.188,60.0247,23.1185,1.9988,93.2358,#N/A N/A,3.6945,11.1186,4.1819,2818.46,#N/A N/A,#N/A N/A,5.31,18.6627,#N/A N/A,2.1357,#N/A N/A,10.31
3/28/2019,47.118,8.9856,7.9196,6.8008,15.5386,#N/A N/A,3.4961,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.285,60.0247,23.1185,1.9901,93.6435,#N/A N/A,3.7106,11.1186,4.1819,2805.37,#N/A N/A,#N/A N/A,5.3,18.7297,#N/A N/A,2.1434,#N/A N/A,10.31
3/29/2019,47.18,8.9856,7.9196,6.6014,15.9946,#N/A N/A,3.503,31.7175,23.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.671,60.0247,23.1185,2.384,78.2472,#N/A N/A,3.6043,11.1186,4.1819,2815.44,#N/A N/A,#N/A N/A,5.26,18.8601,#N/A N/A,2.1582,#N/A N/A,10.3
4/1/2019,47.488,11.683,4.9126,6.5569,16.1033,#N/A N/A,3.5268,28.3634,19.9276,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.038,58.3609,24.7731,2.3401,79.7166,#N/A N/A,3.672,16.9347,5.9648,2834.4,#N/A N/A,#N/A N/A,4.58,18.9008,#N/A N/A,2.1585,#N/A N/A,10.38
4/2/2019,47.81,11.683,4.9126,6.4629,16.3374,#N/A N/A,3.5781,28.3634,19.9276,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.71,58.3609,24.7731,2.3403,79.7074,#N/A N/A,3.6716,16.9347,5.9648,2867.19,#N/A N/A,#N/A N/A,4.59,18.8508,#N/A N/A,2.1491,#N/A N/A,10.37
4/3/2019,48.505,11.683,4.9126,6.4189,16.4493,#N/A N/A,3.6026,28.3634,19.9276,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.699,58.3609,24.7731,2.3317,80.0026,#N/A N/A,3.6852,16.9347,5.9648,2867.24,#N/A N/A,#N/A N/A,4.57,18.8981,#N/A N/A,2.1549,#N/A N/A,10.38
4/4/2019,48.838,11.683,4.9126,6.4078,16.478,#N/A N/A,3.6089,28.3634,19.9276,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.035,58.3609,24.7731,2.334,79.9218,#N/A N/A,3.6814,16.9347,5.9648,2873.4,#N/A N/A,#N/A N/A,4.56,18.9372,#N/A N/A,2.1593,#N/A N/A,10.38
4/5/2019,48.923,11.683,4.9126,6.3651,16.5883,#N/A N/A,3.633,28.3634,19.9276,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.943,58.3609,24.7731,2.3106,80.7312,#N/A N/A,3.7187,16.9347,5.9648,2879.39,#N/A N/A,#N/A N/A,4.53,19.0251,#N/A N/A,2.1693,#N/A N/A,10.38
4/8/2019,49.25,11.683,4.9126,6.2665,16.8493,#N/A N/A,3.6902,28.3634,19.9276,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.864,58.3609,24.7731,2.2949,81.2839,#N/A N/A,3.7442,16.9347,5.9648,2892.74,#N/A N/A,#N/A N/A,4.53,19.0452,#N/A N/A,2.1717,#N/A N/A,10.38
4/9/2019,50.025,11.683,4.9126,6.2854,16.7988,#N/A N/A,3.6791,28.3634,19.9276,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.493,58.3609,24.7731,2.3125,80.6679,#N/A N/A,3.7158,16.9347,5.9648,2895.77,#N/A N/A,#N/A N/A,4.56,18.93,#N/A N/A,2.1586,#N/A N/A,10.38
